id_transaction;date;id_produit;id_magasin;id_client;quantite;prix_unitaire
3029;2026-02-15;P038;M06;C799;1;575600
3061;2026-02-15;P022;M17;C337;2;3850
3089;2026-02-15;P048;M01;C723;2;1550
3269;2026-02-15;P026;M01;C606;1;7650
3403;2026-02-15;P026;M02;C385;1;8100
3843;2026-02-15;P007;M02;C764;3;3300
1091;2026-02-16;P008;M05;C621;2;3800
1118;2026-02-16;P011;M08;C435;2;2150
1408;2026-02-16;P004;M15;C750;2;2200
1480;2026-02-16;P023;M05;C581;1;9250
1834;2026-02-16;P016;M20;C483;1;7150
2033;2026-02-16;P017;M03;C518;1;2500
2119;2026-02-16;P001;M01;C402;1;2450
2140;2026-02-16;P001;M04;C401;1;2550
2243;2026-02-16;P043;M20;C677;2;3450
2353;2026-02-16;P031;M11;C610;3;7900
2561;2026-02-16;P006;M02;C772;2;21950
2836;2026-02-16;P003;M03;C518;1;1800
2896;2026-02-16;P029;M15;C565;2;2000
2993;2026-02-16;P016;M01;C579;1;7200
2999;2026-02-16;P020;M13;C572;1;8200
3156;2026-02-16;P036;M19;C702;3;84350
3231;2026-02-16;P017;M12;C418;5;2400
3441;2026-02-16;P003;M20;C459;3;1900
3592;2026-02-16;P024;M17;C473;6;6050
3703;2026-02-16;P006;M06;C467;1;20550
3735;2026-02-16;P021;M06;C370;4;2150
3905;2026-02-16;P035;M20;C438;3;52500
3994;2026-02-16;P017;M09;C752;1;2500
1019;2026-02-17;P023;M04;C369;2;9500
1194;2026-02-17;P017;M15;C598;1;2300
1250;2026-02-17;P044;M06;C529;2;8600
1267;2026-02-17;P001;M18;C456;4;2450
1419;2026-02-17;P007;M12;C566;1;3350
1448;2026-02-17;P021;M09;C458;3;2200
1482;2026-02-17;P013;M07;C531;1;2900
1510;2026-02-17;P005;M20;C524;1;4450
1576;2026-02-17;P004;M14;C344;1;2100
1832;2026-02-17;P019;M10;C733;2;1150
1933;2026-02-17;P005;M10;C308;2;4600
2041;2026-02-17;P010;M06;C451;3;4100
2123;2026-02-17;P037;M12;C782;3;250650
2137;2026-02-17;P036;M06;C496;2;80950
2241;2026-02-17;P017;M13;C746;2;2400
2442;2026-02-17;P002;M08;C531;4;10750
2465;2026-02-17;P038;M01;C760;4;539400
2476;2026-02-17;P034;M09;C438;1;36350
2596;2026-02-17;P026;M07;C658;2;8050
2670;2026-02-17;P039;M13;C337;4;38550
2875;2026-02-17;P001;M11;C705;2;2550
2898;2026-02-17;P014;M20;C632;2;2800
3095;2026-02-17;P045;M07;C380;1;8200
3107;2026-02-17;P017;M03;C606;3;2450
3224;2026-02-17;P019;M18;C504;2;1150
3238;2026-02-17;P006;M04;C517;1;21500
3253;2026-02-17;P018;M06;C450;3;3400
3262;2026-02-17;P020;M07;C637;1;8750
3288;2026-02-17;P024;M02;C543;2;5900
3339;2026-02-17;P004;M02;C729;1;2250
3364;2026-02-17;P041;M02;C763;1;17850
3365;2026-02-17;P001;M09;C685;2;2400
3564;2026-02-17;P032;M20;C322;3;14550
3585;2026-02-17;P023;M06;C754;1;9100
3604;2026-02-17;P023;M02;C353;2;9650
3696;2026-02-17;P003;M19;C782;2;1800
3793;2026-02-17;P016;M17;C619;2;7150
3887;2026-02-17;P008;M07;C496;4;3900
1053;2026-02-18;P018;M12;C458;2;3400
1093;2026-02-18;P036;M06;C472;4;84400
1214;2026-02-18;P034;M06;C579;1;36000
1441;2026-02-18;P012;M18;C765;3;5650
1591;2026-02-18;P020;M13;C747;1;8600
1607;2026-02-18;P029;M07;C781;2;2050
1648;2026-02-18;P024;M19;C593;1;6250
1856;2026-02-18;P016;M09;C509;10;7200
1963;2026-02-18;P003;M05;C423;4;1900
2224;2026-02-18;P022;M15;C686;3;3950
2238;2026-02-18;P023;M20;C748;1;9350
2255;2026-02-18;P025;M17;C795;4;3600
2258;2026-02-18;P022;M01;C332;1;3850
2494;2026-02-18;P044;M11;C531;1;9300
2527;2026-02-18;P008;M03;C371;1;3850
2633;2026-02-18;P027;M15;C583;1;1800
2634;2026-02-18;P027;M08;C519;1;1800
2676;2026-02-18;P032;M12;C790;6;14350
2808;2026-02-18;P025;M20;C466;2;3550
3065;2026-02-18;P027;M03;C476;1;1750
3093;2026-02-18;P006;M13;C774;5;20550
3542;2026-02-18;P026;M17;C559;3;7900
3780;2026-02-18;P041;M02;C680;1;18400
1123;2026-02-19;P016;M09;C576;2;7650
1126;2026-02-19;P048;M09;C554;2;1500
1155;2026-02-19;P003;M18;C353;5;1750
1160;2026-02-19;P012;M08;C706;1;5300
1355;2026-02-19;P016;M11;C655;1;7700
1542;2026-02-19;P025;M09;C660;1;3550
1682;2026-02-19;P023;M08;C406;1;9650
1819;2026-02-19;P013;M06;C480;2;2950
1916;2026-02-19;P010;M20;C486;3;4250
1997;2026-02-19;P048;M18;C645;1;1500
2130;2026-02-19;P031;M12;C561;2;7900
2167;2026-02-19;P045;M03;C592;3;8150
2259;2026-02-19;P049;M06;C487;6;3100
2364;2026-02-19;P021;M07;C611;1;2150
2574;2026-02-19;P016;M20;C351;5;7800
2967;2026-02-19;P043;M01;C794;2;3400
3106;2026-02-19;P005;M16;C713;2;4300
3131;2026-02-19;P047;M08;C783;3;21850
3132;2026-02-19;P021;M03;C682;3;2250
3166;2026-02-19;P011;M09;C544;3;2150
3343;2026-02-19;P021;M06;C311;3;2200
3563;2026-02-19;P009;M20;C500;6;2700
3579;2026-02-19;P003;M20;C740;2;1800
3678;2026-02-19;P018;M10;C798;1;3550
3698;2026-02-19;P048;M10;C309;3;1500
3784;2026-02-19;P010;M20;C409;1;4250
3849;2026-02-19;P020;M14;C780;1;8600
3902;2026-02-19;P043;M09;C537;10;3500
1027;2026-02-20;P008;M01;C412;1;3850
1255;2026-02-20;P045;M14;C558;2;8550
1275;2026-02-20;P024;M02;C316;2;6050
1349;2026-02-20;P006;M18;C398;1;21450
1414;2026-02-20;P007;M17;C676;1;3300
1449;2026-02-20;P030;M19;C638;1;6250
1459;2026-02-20;P015;M04;C308;1;6150
1527;2026-02-20;P034;M01;C322;3;35300
1555;2026-02-20;P001;M01;C446;2;2500
1571;2026-02-20;P025;M04;C616;2;3650
1729;2026-02-20;P005;M09;C374;2;4500
1779;2026-02-20;P018;M17;C721;2;3350
2048;2026-02-20;P012;M01;C644;3;5700
2092;2026-02-20;P005;M02;C593;10;4650
2380;2026-02-20;P027;M04;C374;1;1700
2583;2026-02-20;P004;M13;C537;4;2250
2726;2026-02-20;P037;M08;C434;1;260300
2744;2026-02-20;P048;M16;C666;1;1450
3171;2026-02-20;P024;M11;C608;2;6150
3234;2026-02-20;P023;M03;C552;2;9500
3418;2026-02-20;P034;M20;C531;1;33700
3530;2026-02-20;P045;M11;C678;1;8750
3666;2026-02-20;P027;M12;C308;2;1850
3697;2026-02-20;P013;M01;C631;1;3000
3759;2026-02-20;P046;M17;C773;10;76900
3777;2026-02-20;P024;M03;C473;2;6400
3871;2026-02-20;P027;M10;C460;1;1900
1265;2026-02-21;P004;M11;C656;1;2200
1391;2026-02-21;P017;M01;C645;1;2300
1688;2026-02-21;P014;M10;C640;1;2800
1863;2026-02-21;P027;M20;C680;10;1900
2117;2026-02-21;P005;M20;C486;1;4300
2329;2026-02-21;P012;M02;C552;2;5350
2445;2026-02-21;P042;M04;C748;1;15950
2543;2026-02-21;P005;M06;C612;2;4500
2812;2026-02-21;P018;M05;C671;1;3450
2815;2026-02-21;P023;M03;C386;5;9900
2832;2026-02-21;P036;M01;C464;2;81850
2927;2026-02-21;P002;M08;C631;10;11350
3183;2026-02-21;P013;M08;C719;1;3050
3496;2026-02-21;P001;M10;C754;5;2400
3559;2026-02-21;P024;M06;C388;2;6200
1044;2026-02-22;P004;M06;C687;1;2200
1046;2026-02-22;P048;M10;C369;1;1500
1199;2026-02-22;P003;M06;C695;1;1750
1497;2026-02-22;P005;M19;C365;3;4600
1604;2026-02-22;P007;M13;C404;1;3300
1639;2026-02-22;P001;M06;C713;1;2550
1645;2026-02-22;P046;M01;C567;3;73500
1674;2026-02-22;P007;M05;C382;1;3350
1710;2026-02-22;P033;M05;C526;1;46000
1839;2026-02-22;P012;M20;C353;2;5350
2040;2026-02-22;P003;M06;C449;1;1700
2170;2026-02-22;P050;M10;C489;1;17250
2413;2026-02-22;P029;M08;C631;1;2050
2475;2026-02-22;P045;M12;C702;1;8700
2580;2026-02-22;P017;M20;C314;2;2500
2616;2026-02-22;P021;M20;C475;3;2150
2724;2026-02-22;P027;M01;C438;5;1800
3123;2026-02-22;P029;M10;C417;1;2100
3141;2026-02-22;P004;M10;C541;1;2250
3513;2026-02-22;P044;M02;C558;5;9050
3616;2026-02-22;P024;M01;C586;1;6200
3625;2026-02-22;P024;M20;C411;2;5900
3899;2026-02-22;P035;M19;C627;1;56700
1169;2026-02-23;P016;M07;C628;2;7550
1183;2026-02-23;P007;M05;C769;1;3250
1350;2026-02-23;P001;M11;C645;3;2500
1378;2026-02-23;P020;M07;C479;1;8250
1692;2026-02-23;P042;M20;C657;2;16150
1822;2026-02-23;P004;M11;C345;1;2100
2037;2026-02-23;P039;M03;C366;2;37950
2199;2026-02-23;P025;M06;C313;3;3400
2349;2026-02-23;P008;M20;C394;1;3650
2454;2026-02-23;P020;M13;C433;1;8250
2456;2026-02-23;P019;M09;C702;3;1150
2478;2026-02-23;P001;M01;C705;4;2450
2629;2026-02-23;P023;M11;C342;2;9850
2863;2026-02-23;P050;M01;C799;3;17600
3003;2026-02-23;P044;M09;C370;1;9200
3150;2026-02-23;P050;M06;C430;1;17450
3455;2026-02-23;P031;M01;C462;1;8300
3657;2026-02-23;P005;M10;C677;3;4650
3732;2026-02-23;P008;M03;C668;1;3800
3820;2026-02-23;P014;M10;C450;5;2800
3864;2026-02-23;P015;M02;C687;5;6150
1034;2026-02-24;P020;M18;C427;1;8450
1612;2026-02-24;P010;M20;C654;1;4100
1631;2026-02-24;P041;M02;C542;3;17350
1664;2026-02-24;P015;M13;C757;4;6050
1726;2026-02-24;P027;M12;C695;1;1750
1776;2026-02-24;P030;M05;C468;1;6450
1922;2026-02-24;P043;M18;C723;1;3400
1974;2026-02-24;P016;M09;C669;1;7550
2103;2026-02-24;P043;M11;C474;3;3550
2126;2026-02-24;P049;M05;C324;2;3100
2134;2026-02-24;P044;M10;C779;1;9300
2186;2026-02-24;P003;M04;C483;1;1750
2208;2026-02-24;P019;M15;C690;6;1150
2218;2026-02-24;P030;M05;C318;1;6750
2340;2026-02-24;P049;M15;C523;1;3000
2690;2026-02-24;P012;M07;C586;1;5350
2985;2026-02-24;P014;M03;C678;1;3050
3205;2026-02-24;P028;M19;C453;1;11700
3593;2026-02-24;P017;M17;C324;1;2400
3626;2026-02-24;P003;M18;C752;1;1750
3723;2026-02-24;P021;M03;C352;1;2150
3841;2026-02-24;P021;M09;C538;1;2250
3844;2026-02-24;P003;M08;C554;2;1850
3856;2026-02-24;P001;M18;C346;1;2450
3884;2026-02-24;P043;M09;C527;5;3450
3906;2026-02-24;P008;M12;C447;1;3850
3957;2026-02-24;P005;M08;C340;5;4550
1243;2026-02-25;P047;M03;C756;1;21850
1303;2026-02-25;P024;M07;C795;1;6200
1388;2026-02-25;P025;M20;C683;1;3550
1484;2026-02-25;P042;M04;C710;1;16750
1553;2026-02-25;P039;M06;C424;1;38250
1570;2026-02-25;P033;M02;C370;1;44900
1764;2026-02-25;P008;M11;C756;1;3900
1831;2026-02-25;P043;M11;C544;4;3650
1876;2026-02-25;P004;M14;C550;2;2250
1888;2026-02-25;P006;M11;C799;4;21600
1902;2026-02-25;P016;M20;C404;1;7250
1946;2026-02-25;P004;M02;C323;2;2300
1969;2026-02-25;P024;M02;C563;2;6100
2514;2026-02-25;P011;M06;C401;2;2000
2820;2026-02-25;P003;M05;C651;3;1800
2844;2026-02-25;P044;M06;C535;1;9150
2852;2026-02-25;P009;M13;C396;3;2750
2948;2026-02-25;P038;M09;C756;3;570950
3017;2026-02-25;P016;M11;C743;4;7700
3054;2026-02-25;P002;M20;C312;2;11050
3599;2026-02-25;P021;M09;C734;3;2200
3624;2026-02-25;P026;M02;C582;1;7700
3796;2026-02-25;P001;M01;C331;3;2550
3805;2026-02-25;P005;M09;C571;2;4600
3947;2026-02-25;P017;M20;C500;1;2400
3970;2026-02-25;P034;M02;C733;1;35250
3996;2026-02-25;P001;M08;C400;1;2500
1085;2026-02-26;P013;M06;C368;2;2900
1330;2026-02-26;P005;M07;C484;4;4550
1496;2026-02-26;P034;M20;C683;6;35300
1575;2026-02-26;P024;M08;C774;1;6400
1821;2026-02-26;P009;M18;C797;3;2900
1987;2026-02-26;P048;M09;C741;1;1500
1995;2026-02-26;P007;M04;C766;5;3250
2015;2026-02-26;P004;M01;C713;1;2200
2054;2026-02-26;P002;M09;C465;1;10900
2080;2026-02-26;P001;M15;C689;5;2450
2593;2026-02-26;P042;M11;C522;1;15450
2611;2026-02-26;P032;M11;C731;1;14300
2884;2026-02-26;P018;M14;C450;4;3600
2886;2026-02-26;P016;M02;C375;3;7750
2911;2026-02-26;P002;M04;C578;2;11100
2913;2026-02-26;P033;M04;C713;3;45600
2937;2026-02-26;P007;M10;C691;2;3250
2960;2026-02-26;P015;M04;C495;1;6050
3279;2026-02-26;P002;M03;C441;1;11200
3368;2026-02-26;P008;M07;C665;5;3800
3493;2026-02-26;P045;M01;C421;1;8600
3638;2026-02-26;P017;M06;C384;6;2300
3677;2026-02-26;P003;M20;C421;2;1850
3714;2026-02-26;P009;M20;C371;1;2800
3836;2026-02-26;P049;M06;C778;1;2850
3868;2026-02-26;P008;M09;C354;4;3900
3983;2026-02-26;P002;M10;C403;2;10500
1116;2026-02-27;P023;M07;C661;1;9250
1240;2026-02-27;P002;M19;C451;1;10450
1276;2026-02-27;P005;M20;C601;1;4500
1340;2026-02-27;P003;M09;C462;2;1750
1351;2026-02-27;P017;M11;C559;2;2300
1793;2026-02-27;P019;M09;C363;2;1200
1994;2026-02-27;P027;M01;C448;2;1850
2021;2026-02-27;P025;M20;C620;3;3600
2098;2026-02-27;P022;M02;C332;1;3950
2540;2026-02-27;P012;M02;C582;2;5250
2683;2026-02-27;P034;M05;C724;1;36150
2926;2026-02-27;P010;M10;C691;3;4050
3125;2026-02-27;P017;M07;C487;3;2350
3139;2026-02-27;P018;M13;C449;4;3450
3433;2026-02-27;P007;M01;C325;4;3350
3602;2026-02-27;P034;M06;C422;3;34900
3607;2026-02-27;P050;M11;C385;2;17850
3667;2026-02-27;P047;M13;C508;3;22150
3831;2026-02-27;P044;M20;C343;6;9450
3850;2026-02-27;P019;M03;C528;2;1150
3977;2026-02-27;P007;M03;C515;6;3050
1026;2026-02-28;P021;M10;C645;3;2250
1092;2026-02-28;P003;M06;C786;4;1800
1144;2026-02-28;P024;M13;C736;2;5950
1327;2026-02-28;P008;M07;C736;2;3800
1586;2026-02-28;P021;M14;C321;2;2150
1606;2026-02-28;P044;M08;C698;3;8600
1615;2026-02-28;P022;M14;C404;1;3950
1770;2026-02-28;P005;M06;C535;2;4600
1810;2026-02-28;P046;M03;C797;10;76800
1868;2026-02-28;P003;M05;C555;6;1750
1939;2026-02-28;P003;M09;C747;3;1750
2029;2026-02-28;P012;M05;C682;2;5750
2239;2026-02-28;P043;M07;C728;1;3650
2328;2026-02-28;P011;M06;C303;3;2050
2366;2026-02-28;P019;M14;C433;1;1200
2437;2026-02-28;P011;M20;C383;2;2000
2468;2026-02-28;P016;M03;C605;2;7250
2584;2026-02-28;P041;M02;C439;2;18600
2687;2026-02-28;P001;M02;C435;3;2550
2994;2026-02-28;P040;M02;C665;4;4900
3209;2026-02-28;P009;M11;C466;1;2950
3276;2026-02-28;P014;M06;C610;1;3050
3333;2026-02-28;P023;M20;C770;1;9250
3453;2026-02-28;P014;M12;C402;1;3000
3963;2026-02-28;P019;M06;C347;1;1200
1108;2026-03-01;P033;M11;C557;10;43450
1283;2026-03-01;P010;M09;C620;1;4050
1657;2026-03-01;P044;M02;C693;1;9150
1698;2026-03-01;P019;M09;C613;2;1150
1725;2026-03-01;P026;M02;C533;1;8150
1783;2026-03-01;P033;M20;C508;4;43600
2164;2026-03-01;P022;M15;C448;5;3850
2172;2026-03-01;P001;M12;C646;1;2550
2205;2026-03-01;P011;M14;C426;2;2100
2280;2026-03-01;P043;M12;C441;2;3550
2446;2026-03-01;P018;M09;C719;1;3500
2501;2026-03-01;P031;M09;C563;5;8350
2752;2026-03-01;P028;M09;C740;3;12300
2778;2026-03-01;P033;M06;C518;2;43700
2862;2026-03-01;P001;M11;C386;2;2550
3014;2026-03-01;P016;M03;C664;3;7650
3053;2026-03-01;P008;M18;C536;2;3850
3110;2026-03-01;P006;M12;C501;6;20750
3180;2026-03-01;P011;M17;C784;2;2200
3307;2026-03-01;P025;M20;C475;2;3450
3358;2026-03-01;P007;M03;C357;1;3250
3369;2026-03-01;P004;M20;C426;5;2300
3445;2026-03-01;P019;M09;C615;1;1150
3528;2026-03-01;P046;M20;C360;1;77200
3570;2026-03-01;P023;M13;C645;1;9700
3654;2026-03-01;P031;M09;C563;1;7750
3813;2026-03-01;P004;M05;C311;1;2250
1249;2026-03-02;P019;M12;C347;1;1200
1420;2026-03-02;P045;M20;C321;1;8900
1437;2026-03-02;P044;M11;C750;2;9250
1488;2026-03-02;P041;M02;C682;1;17700
1503;2026-03-02;P018;M20;C779;2;3400
1508;2026-03-02;P020;M13;C552;2;8900
1520;2026-03-02;P005;M20;C429;4;4650
1569;2026-03-02;P021;M01;C505;1;2150
1602;2026-03-02;P029;M06;C737;2;2000
1624;2026-03-02;P017;M08;C608;1;2400
1671;2026-03-02;P003;M09;C734;3;1750
1769;2026-03-02;P022;M01;C524;5;3650
1861;2026-03-02;P047;M06;C307;2;23100
1867;2026-03-02;P026;M20;C549;1;7800
1998;2026-03-02;P035;M19;C619;3;53400
2052;2026-03-02;P019;M01;C638;1;1250
2075;2026-03-02;P001;M01;C389;5;2500
2096;2026-03-02;P007;M06;C328;2;3300
2109;2026-03-02;P010;M06;C489;2;4300
2132;2026-03-02;P008;M07;C772;2;3900
2161;2026-03-02;P004;M10;C459;2;2200
2449;2026-03-02;P003;M08;C580;2;1750
2519;2026-03-02;P003;M18;C671;1;1750
2618;2026-03-02;P019;M06;C761;1;1200
2688;2026-03-02;P031;M02;C318;1;8250
2774;2026-03-02;P012;M19;C463;5;5500
2784;2026-03-02;P050;M11;C552;3;17400
2882;2026-03-02;P042;M02;C514;5;16750
2921;2026-03-02;P003;M06;C613;3;1750
2932;2026-03-02;P048;M20;C700;3;1500
2935;2026-03-02;P004;M15;C467;3;2300
3155;2026-03-02;P014;M01;C645;1;2850
3192;2026-03-02;P002;M08;C514;6;10700
3194;2026-03-02;P034;M10;C596;3;36050
3290;2026-03-02;P015;M20;C765;1;6250
3396;2026-03-02;P049;M06;C490;1;2900
3913;2026-03-02;P012;M01;C578;4;5250
3922;2026-03-02;P023;M04;C661;1;9750
1095;2026-03-03;P011;M20;C796;3;2050
1109;2026-03-03;P003;M08;C793;4;1750
1361;2026-03-03;P022;M20;C664;3;3750
1418;2026-03-03;P047;M01;C690;1;21950
1561;2026-03-03;P005;M18;C654;4;4600
1734;2026-03-03;P017;M19;C700;1;2450
2116;2026-03-03;P030;M20;C470;1;6700
2207;2026-03-03;P002;M20;C504;2;10850
2209;2026-03-03;P001;M07;C738;5;2400
2325;2026-03-03;P009;M04;C678;1;2850
2386;2026-03-03;P032;M20;C718;1;14500
2604;2026-03-03;P014;M09;C638;3;2800
2662;2026-03-03;P024;M10;C510;6;5950
3120;2026-03-03;P045;M03;C575;1;8800
3178;2026-03-03;P013;M06;C551;10;2950
3297;2026-03-03;P018;M02;C499;2;3500
3372;2026-03-03;P001;M20;C734;1;2500
3439;2026-03-03;P001;M02;C684;1;2550
3449;2026-03-03;P049;M16;C480;4;2850
3544;2026-03-03;P009;M09;C694;1;2700
3855;2026-03-03;P004;M20;C570;2;2200
3928;2026-03-03;P003;M19;C649;1;1750
1143;2026-03-04;P011;M01;C697;1;2150
1229;2026-03-04;P025;M03;C796;5;3500
1338;2026-03-04;P011;M06;C443;1;2000
1740;2026-03-04;P002;M11;C677;1;10650
1746;2026-03-04;P025;M09;C771;1;3550
1877;2026-03-04;P026;M13;C593;2;7800
2530;2026-03-04;P049;M06;C675;1;3000
2735;2026-03-04;P001;M06;C313;3;2450
3281;2026-03-04;P005;M08;C738;1;4350
3283;2026-03-04;P008;M07;C682;5;3900
3377;2026-03-04;P017;M09;C642;3;2450
1054;2026-03-05;P018;M18;C670;4;3500
1179;2026-03-05;P042;M03;C381;1;15600
1234;2026-03-05;P004;M15;C422;1;2150
1319;2026-03-05;P045;M13;C547;1;8350
1830;2026-03-05;P050;M02;C682;2;17750
1945;2026-03-05;P046;M20;C368;3;71900
2009;2026-03-05;P030;M02;C632;4;6400
2036;2026-03-05;P024;M20;C653;2;6450
2402;2026-03-05;P020;M09;C575;1;8750
2492;2026-03-05;P041;M20;C407;2;17800
2749;2026-03-05;P008;M06;C473;1;3950
2828;2026-03-05;P005;M04;C523;1;4300
2918;2026-03-05;P004;M02;C522;1;2250
3167;2026-03-05;P023;M04;C448;2;9700
3174;2026-03-05;P012;M15;C618;2;5650
3216;2026-03-05;P015;M02;C514;1;6100
3287;2026-03-05;P013;M13;C311;5;3050
3319;2026-03-05;P014;M07;C668;2;2850
3422;2026-03-05;P048;M20;C670;1;1450
3436;2026-03-05;P049;M04;C639;3;3000
3457;2026-03-05;P021;M10;C690;2;2150
3479;2026-03-05;P001;M02;C603;1;2400
3663;2026-03-05;P007;M07;C700;4;3300
3747;2026-03-05;P007;M18;C449;1;3100
3818;2026-03-05;P046;M07;C611;2;75200
1292;2026-03-06;P010;M03;C637;1;4250
1360;2026-03-06;P020;M11;C664;1;8150
1415;2026-03-06;P019;M07;C558;1;1150
1425;2026-03-06;P044;M08;C418;2;8600
1551;2026-03-06;P012;M03;C608;1;5450
1695;2026-03-06;P008;M20;C596;10;3750
1852;2026-03-06;P021;M02;C597;2;2250
1887;2026-03-06;P037;M12;C386;1;252850
2046;2026-03-06;P024;M16;C642;4;6150
2065;2026-03-06;P006;M20;C492;1;21100
2428;2026-03-06;P036;M03;C601;2;87500
2579;2026-03-06;P047;M14;C540;2;21700
2605;2026-03-06;P033;M09;C367;2;45900
2773;2026-03-06;P032;M05;C502;1;14800
2793;2026-03-06;P015;M11;C732;1;6200
2915;2026-03-06;P019;M06;C631;4;1200
2996;2026-03-06;P005;M18;C754;1;4700
3051;2026-03-06;P028;M09;C354;2;12350
3108;2026-03-06;P032;M04;C408;1;15350
3111;2026-03-06;P002;M03;C400;3;10800
3265;2026-03-06;P035;M09;C769;6;52650
3356;2026-03-06;P019;M01;C370;2;1150
3546;2026-03-06;P017;M01;C607;3;2300
3757;2026-03-06;P042;M08;C651;3;15550
3854;2026-03-06;P007;M01;C524;1;3100
3919;2026-03-06;P009;M20;C732;10;2800
1163;2026-03-07;P005;M07;C631;5;4300
1284;2026-03-07;P050;M20;C730;2;17750
1353;2026-03-07;P034;M20;C655;3;35250
1373;2026-03-07;P003;M01;C443;1;1800
1384;2026-03-07;P017;M01;C760;1;2450
1457;2026-03-07;P019;M05;C387;1;1200
1701;2026-03-07;P045;M10;C470;6;8450
2061;2026-03-07;P031;M07;C359;1;7800
2106;2026-03-07;P008;M08;C672;1;3850
2698;2026-03-07;P041;M08;C466;3;17800
3090;2026-03-07;P020;M03;C490;1;8650
3675;2026-03-07;P021;M02;C344;2;2150
3797;2026-03-07;P003;M04;C713;3;1850
3833;2026-03-07;P001;M18;C337;5;2600
3967;2026-03-07;P022;M08;C716;10;3900
1089;2026-03-08;P005;M07;C372;1;4400
1271;2026-03-08;P043;M18;C564;1;3600
1318;2026-03-08;P049;M06;C510;1;2950
1486;2026-03-08;P020;M06;C550;2;8350
2025;2026-03-08;P012;M11;C312;3;5250
2032;2026-03-08;P030;M02;C565;4;6550
2146;2026-03-08;P022;M10;C540;2;3900
2158;2026-03-08;P001;M06;C766;1;2500
2235;2026-03-08;P035;M06;C567;3;57700
2292;2026-03-08;P045;M06;C574;2;8450
2497;2026-03-08;P031;M20;C399;2;8100
2498;2026-03-08;P019;M03;C744;5;1200
2700;2026-03-08;P009;M20;C461;1;2700
2754;2026-03-08;P031;M03;C525;1;8300
2768;2026-03-08;P022;M16;C470;4;3850
2984;2026-03-08;P019;M20;C437;1;1250
3105;2026-03-08;P050;M09;C356;1;17300
3114;2026-03-08;P020;M11;C387;1;8700
3151;2026-03-08;P045;M01;C464;1;8850
3314;2026-03-08;P026;M06;C607;3;7750
3620;2026-03-08;P004;M20;C688;4;2100
3636;2026-03-08;P005;M11;C527;2;4550
3668;2026-03-08;P025;M20;C338;1;3650
3724;2026-03-08;P020;M07;C601;3;8600
3896;2026-03-08;P049;M09;C554;1;3150
3955;2026-03-08;P044;M10;C542;3;9050
1224;2026-03-09;P018;M06;C615;1;3400
1298;2026-03-09;P010;M01;C738;10;3950
1305;2026-03-09;P005;M13;C621;1;4600
1308;2026-03-09;P012;M20;C369;5;5400
1352;2026-03-09;P030;M10;C522;2;6700
1477;2026-03-09;P035;M09;C577;1;52450
1608;2026-03-09;P025;M13;C320;2;3500
1714;2026-03-09;P043;M01;C775;1;3600
1971;2026-03-09;P002;M09;C341;2;11450
2013;2026-03-09;P016;M05;C711;5;7450
2035;2026-03-09;P015;M10;C699;1;5950
2508;2026-03-09;P012;M01;C393;2;5650
2679;2026-03-09;P020;M06;C400;1;8800
3295;2026-03-09;P026;M11;C305;4;7650
3346;2026-03-09;P037;M19;C496;3;246600
3360;2026-03-09;P035;M13;C503;3;55300
3426;2026-03-09;P050;M11;C614;3;17450
3533;2026-03-09;P020;M05;C471;4;8550
3555;2026-03-09;P004;M10;C571;1;2250
3627;2026-03-09;P011;M06;C773;1;2150
3634;2026-03-09;P002;M12;C342;2;10750
3643;2026-03-09;P026;M06;C797;1;7550
3711;2026-03-09;P021;M16;C506;1;2150
1171;2026-03-10;P011;M11;C691;3;2150
1304;2026-03-10;P005;M06;C308;3;4700
1468;2026-03-10;P001;M18;C428;1;2450
1736;2026-03-10;P047;M06;C650;1;21550
1745;2026-03-10;P004;M11;C774;3;2100
1889;2026-03-10;P006;M06;C453;2;22050
1917;2026-03-10;P043;M19;C499;6;3350
2151;2026-03-10;P010;M11;C591;5;4200
2154;2026-03-10;P014;M09;C469;2;2900
2177;2026-03-10;P031;M03;C644;3;8200
2285;2026-03-10;P005;M18;C311;4;4450
2318;2026-03-10;P028;M07;C616;4;11650
2332;2026-03-10;P037;M02;C525;2;253900
2684;2026-03-10;P007;M20;C646;1;3250
2825;2026-03-10;P002;M09;C680;1;11500
2859;2026-03-10;P027;M13;C431;3;1800
2869;2026-03-10;P015;M19;C554;1;6150
2883;2026-03-10;P003;M17;C632;3;1900
3320;2026-03-10;P012;M05;C337;6;5350
3326;2026-03-10;P008;M17;C774;2;3900
3656;2026-03-10;P039;M02;C400;6;37100
3670;2026-03-10;P033;M06;C521;2;45550
3733;2026-03-10;P004;M09;C566;3;2250
1010;2026-03-11;P020;M20;C369;2;8800
1245;2026-03-11;P008;M06;C422;1;3650
1422;2026-03-11;P021;M06;C494;3;2150
1506;2026-03-11;P007;M02;C458;1;3150
1534;2026-03-11;P012;M15;C441;2;5700
1536;2026-03-11;P013;M01;C627;3;3000
1593;2026-03-11;P004;M12;C598;4;2200
1623;2026-03-11;P036;M11;C553;2;82750
1761;2026-03-11;P019;M09;C621;1;1200
1873;2026-03-11;P020;M20;C317;5;8900
1893;2026-03-11;P011;M08;C429;2;2150
2139;2026-03-11;P025;M17;C775;1;3400
2291;2026-03-11;P005;M20;C637;1;4300
2641;2026-03-11;P006;M13;C717;5;20700
